job_id,job_title,sector,district,industrial_cluster,required_micro_skills,nsqf_level,proficiency_level,experience_required_years,min_salary,max_salary,posting_source,demand_trend
DE7631EF,Health & Safety Officer (Factory),Industrial Safety,Pune,Ranjangaon,MSDS interpretation; accident investigation; permit-to-work; statutory compliance; hazard identification; fire drill coordination,5,L2,7.9,26165,48722,Company Website,Stable
B6B1FE5C,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,Fanuc CNC controls; CAD/CAM basics; quality inspection; tolerance measurement,4,L2,3.7,16581,32457,Company Website,Stable
12474C1F,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Mumbai,BKC,servo motor calibration; pneumatic systems; robot teach pendant; safety PLCs; FANUC/KUKA commissioning; PLC programming,5,L1,4.7,29955,56650,Times Jobs,Emerging
64964582,Welder (MIG/TIG/Arc),Engineering,Sangli,Miraj,PPE compliance; MIG welding; SMAW; TIG welding; distortion control,3,L2,2.5,11722,24046,LinkedIn,Stable
7B761AEE,Offset Printer Operator,Printing & Packaging,Pune,Ranjangaon,color registration; bindery operations; ink mixing; offset press operation; plate burning,3,L2,2.7,10425,19437,Company Website,Declining
96188EAB,EV Battery Assembly Technician,Electric Vehicles,Pune,Pimpri-Chinchwad,Li-ion cell handling; BMS calibration; spot welding; DC bus wiring; EV safety protocols; thermal management,4,L3,0.5,24198,41727,NCS Portal,Emerging
24D6F29E,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Ambad,pneumatic systems; robot teach pendant; PLC programming,5,L1,3.7,27488,52387,LinkedIn,Emerging
FEEA1A4B,Fitter (Industrial),Engineering,Pune,Ranjangaon,blueprint reading; bench work; measurement tools,3,L3,8.0,14130,27416,Indeed,Stable
38FD29FF,CNC/VMC Operator,Precision Engineering,Kolhapur,Gokul-Shirgaon,G-code programming; CAD/CAM basics; Fanuc CNC controls; tool offsets; quality inspection; tolerance measurement,4,L3,4.3,16983,34237,apna.co,Stable
507ED376,Textile Loom Operator,Textiles,Solapur,Akkalkot,loom maintenance; quality grading; shuttle changeover; warp/weft threading,3,L3,4.5,9228,14587,LinkedIn,Declining
46759AA4,Solar PV Installation Technician,Renewable Energy,Solapur,Chincholi,rooftop module mounting; net metering; string inverter commissioning,4,L2,2.4,14631,28481,Naukri.com,Emerging
F2D0AF30,Welder (MIG/TIG/Arc),Engineering,Nashik,Sinnar,distortion control; TIG welding; MIG welding; weld inspection,3,L2,5.9,12699,25302,Times Jobs,Stable
70D49F27,Solar PV Installation Technician,Renewable Energy,Nagpur,MIDC Nagpur,net metering; shadow analysis; rooftop module mounting; DC cabling,4,L1,2.5,15624,31104,Times Jobs,Emerging
9C4A938B,Solar PV Installation Technician,Renewable Energy,Osmanabad,Osmanabad MIDC,shadow analysis; earthing & bonding; DC cabling; rooftop module mounting; string inverter commissioning; net metering,4,L3,1.5,12874,25901,Indeed,Emerging
2FE5A740,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,CAD/CAM basics; quality inspection; tolerance measurement,4,L3,3.5,16815,35912,apna.co,Stable
2221BF1A,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nagpur,MIDC Nagpur,temperature monitoring; FSSAI cold-chain norms; inventory management; route optimization,4,L1,3.4,16361,32622,Mahaswayam,Emerging
0C9BF574,Health & Safety Officer (Factory),Industrial Safety,Nashik,Satpur,MSDS interpretation; hazard identification; permit-to-work; accident investigation,5,L3,3.8,23355,43227,LinkedIn,Stable
D32D2456,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Ranjangaon,GPS calibration; drone maintenance; payload operations; flight planning; DGCA certification,4,L2,1.6,20779,47019,NCS Portal,Emerging
AC39B1BC,Plumber,Construction,Thane,Bhiwandi,sanitary installation; pipe fitting; pressure testing,3,L2,2.5,13759,24681,Indeed,Stable
08FE6F2F,Solar PV Installation Technician,Renewable Energy,Ahmednagar,Shrirampur,earthing & bonding; DC cabling; shadow analysis; rooftop module mounting; string inverter commissioning,4,L2,1.5,14286,26836,Company Website,Emerging
6B5ECAD6,CNC/VMC Operator,Precision Engineering,Aurangabad,Chikalthana,tolerance measurement; G-code programming; CAD/CAM basics,4,L3,2.6,17514,32640,Indeed,Stable
7635252A,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Pimpri-Chinchwad,safety PLCs; pneumatic systems; PLC programming; FANUC/KUKA commissioning; servo motor calibration; robot teach pendant,5,L2,3.0,28037,55791,Mahaswayam,Emerging
0F8946A3,Fitter (Industrial),Engineering,Mumbai,Andheri-MIDC,bench work; surface finishing; assembly & fitting; thread cutting,3,L2,6.5,14035,27257,LinkedIn,Stable
115A9E3D,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,distortion control; TIG welding; PPE compliance; weld inspection; MIG welding; SMAW,3,L3,0.6,14547,28625,Naukri.com,Stable
44956E07,Drone Pilot / UAV Technician,AgriTech / Surveillance,Nagpur,Butibori,geofencing; GPS calibration; DGCA certification; drone maintenance; payload operations; flight planning,4,L1,2.1,19304,38957,LinkedIn,Emerging
6057D0D5,Data Entry Operator,IT/BPO,Nagpur,Hingna,typing speed 40wpm; tally basics; MS Office,2,L1,2.7,8147,13112,LinkedIn,Declining
1FE8D2D1,Welder (MIG/TIG/Arc),Engineering,Palghar,Manor,PPE compliance; distortion control; SMAW; TIG welding; MIG welding; weld inspection,3,L2,2.4,12295,22455,Company Website,Stable
CA0E68F3,EV Battery Assembly Technician,Electric Vehicles,Pune,Ranjangaon,spot welding; BMS calibration; thermal management; DC bus wiring; EV safety protocols; Li-ion cell handling,4,L1,0.1,23624,43173,apna.co,Emerging
D172C66F,Electrician (Industrial),Electrical,Kolhapur,Shiroli,PLC basics; earthing; safety regulations; electrical drawings,3,L1,4.3,13204,25309,Company Website,Stable
23EC8E99,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Aurangabad,Shendra-AURIC,pneumatic systems; FANUC/KUKA commissioning; safety PLCs; PLC programming; robot teach pendant; servo motor calibration,5,L1,1.4,26674,50809,Company Website,Emerging
9CCB847D,Fitter (Industrial),Engineering,Solapur,Hotgi,surface finishing; thread cutting; assembly & fitting,3,L2,2.3,13388,22730,apna.co,Stable
4057CA68,Electrician (Industrial),Electrical,Mumbai,Andheri-MIDC,motor winding; PLC basics; safety regulations; earthing; panel wiring; electrical drawings,3,L1,3.0,14616,28099,Times Jobs,Stable
40B49541,Manual Draftsman (Drawing Board),Engineering,Raigad,Khopoli,manual drawing board; T-square drafting; 2D blueprint reading; basic AutoCAD,3,L1,1.0,8808,14546,Company Website,Declining
53FE0038,Green Building Technician,Construction,Mumbai,Andheri-MIDC,MEP coordination; rainwater harvesting; energy auditing basics; EV charging infra; BIM awareness,4,L1,3.8,18656,34870,LinkedIn,Emerging
B8B13AE9,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,cloud dashboards; Python scripting; MQTT protocol; edge computing,5,L3,1.6,30466,63119,NCS Portal,Emerging
D8B052F1,Manual Draftsman (Drawing Board),Engineering,Mumbai,Andheri-MIDC,basic AutoCAD; manual drawing board; T-square drafting; 2D blueprint reading,3,L3,0.3,10851,17618,Times Jobs,Declining
483B2947,Welder (MIG/TIG/Arc),Engineering,Raigad,Khopoli,distortion control; PPE compliance; weld inspection; SMAW; MIG welding; TIG welding,3,L2,7.9,11631,23979,Naukri.com,Stable
DE23B6D7,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Nashik,Satpur,robot teach pendant; pneumatic systems; PLC programming; FANUC/KUKA commissioning; safety PLCs; servo motor calibration,5,L2,3.5,25881,53900,LinkedIn,Emerging
20E0C42F,Fitter (Industrial),Engineering,Aurangabad,Chikalthana,measurement tools; bench work; blueprint reading; thread cutting,3,L2,3.6,13778,23585,Times Jobs,Stable
0C14F1EC,Drone Pilot / UAV Technician,AgriTech / Surveillance,Pune,Pimpri-Chinchwad,GPS calibration; payload operations; DGCA certification; flight planning; geofencing; drone maintenance,4,L2,1.0,20713,45755,Naukri.com,Emerging
A17950DB,Industrial IoT Technician,Industry 4.0,Pune,Ranjangaon,Python scripting; OPC-UA; cloud dashboards; sensor calibration,5,L1,3.0,32654,59395,Indeed,Emerging
118F6C85,Offset Printer Operator,Printing & Packaging,Pune,Pimpri-Chinchwad,bindery operations; color registration; plate burning; ink mixing; offset press operation,3,L2,3.3,10190,19311,Mahaswayam,Declining
6FCB3BFB,Electrician (Industrial),Electrical,Mumbai,Thane-Wagle,motor winding; safety regulations; earthing; PLC basics,3,L3,0.6,14128,29364,Naukri.com,Stable
0C4E7EC9,Solar PV Installation Technician,Renewable Energy,Nagpur,MIDC Nagpur,earthing & bonding; net metering; DC cabling,4,L2,1.2,15041,30795,apna.co,Emerging
A7DEDF9A,AC & Refrigeration Technician,HVAC,Thane,Murbad,gas charging; VRF systems; refrigerant handling; electrical troubleshooting,4,L1,4.0,17208,30947,apna.co,Stable
86902FCC,Fitter (Industrial),Engineering,Nashik,Ambad,thread cutting; assembly & fitting; blueprint reading; surface finishing,3,L2,3.4,13777,24251,apna.co,Stable
D064BDA1,CNC/VMC Operator,Precision Engineering,Solapur,Hotgi,quality inspection; tolerance measurement; CAD/CAM basics; tool offsets; Fanuc CNC controls; G-code programming,4,L3,0.7,16219,34384,apna.co,Stable
0F26BF88,EV Battery Assembly Technician,Electric Vehicles,Nashik,Satpur,EV safety protocols; spot welding; Li-ion cell handling; thermal management; DC bus wiring; BMS calibration,4,L1,0.7,19866,37575,Company Website,Emerging
25B3FA7B,Fitter (Industrial),Engineering,Palghar,Manor,measurement tools; bench work; blueprint reading; assembly & fitting,3,L2,1.7,12383,22901,Company Website,Stable
5688C58B,Turnerr / Machinist,Precision Engineering,Pune,Pimpri-Chinchwad,measurement tools; turning & facing; boring & drilling; lathe operation; coolant management,3,L3,4.1,14429,27608,LinkedIn,Stable
488D6703,AC & Refrigeration Technician,HVAC,Thane,Murbad,BMS controls; gas charging; VRF systems; electrical troubleshooting; refrigerant handling,4,L2,1.9,17103,31289,Mahaswayam,Stable
3D6E457F,Textile Loom Operator,Textiles,Pune,Pimpri-Chinchwad,quality grading; loom maintenance; power loom setup; warp/weft threading; shuttle changeover,3,L3,4.3,10255,16499,Indeed,Declining
DF80C286,AI-assisted Quality Inspector,Advanced Manufacturing,Washim,Washim MIDC,SPC analysis; CMM operation; computer vision basics; defect classification; Python/ML awareness; image annotation,5,L3,3.8,22650,39404,Company Website,Emerging
AB2E50CB,Turnerr / Machinist,Precision Engineering,Nashik,Satpur,coolant management; turning & facing; boring & drilling; measurement tools,3,L3,1.6,13033,24706,Company Website,Stable
50EF65FF,Health & Safety Officer (Factory),Industrial Safety,Pune,Talegaon,hazard identification; permit-to-work; MSDS interpretation; fire drill coordination; statutory compliance; accident investigation,5,L1,7.6,25066,46017,apna.co,Stable
07C7DEAC,Health & Safety Officer (Factory),Industrial Safety,Pune,Ranjangaon,hazard identification; permit-to-work; fire drill coordination; accident investigation,5,L3,4.2,26025,45675,LinkedIn,Stable
87005E97,Green Building Technician,Construction,Pune,Chakan,IGBC norms; EV charging infra; energy auditing basics; BIM awareness; MEP coordination; rainwater harvesting,4,L2,1.2,18437,34353,NCS Portal,Emerging
F53473D0,EV Battery Assembly Technician,Electric Vehicles,Pune,Chakan,DC bus wiring; BMS calibration; Li-ion cell handling; thermal management,4,L1,2.6,23283,43511,Mahaswayam,Emerging
C6263C33,Welder (MIG/TIG/Arc),Engineering,Mumbai,Andheri-MIDC,TIG welding; MIG welding; distortion control; weld inspection; SMAW; PPE compliance,3,L3,6.0,14436,29572,Company Website,Stable
DEF87289,Offset Printer Operator,Printing & Packaging,Mumbai,BKC,bindery operations; ink mixing; plate burning; offset press operation; color registration,3,L2,0.4,10283,19320,LinkedIn,Declining
AFC580F8,Fitter (Industrial),Engineering,Aurangabad,Chikalthana,blueprint reading; surface finishing; bench work; thread cutting,3,L2,5.2,13402,23890,NCS Portal,Stable
E2986140,Welder (MIG/TIG/Arc),Engineering,Pune,Chakan,SMAW; distortion control; TIG welding; weld inspection; MIG welding; PPE compliance,3,L3,1.1,14739,28296,Naukri.com,Stable
608EC4C0,EV Battery Assembly Technician,Electric Vehicles,Pune,Talegaon,spot welding; DC bus wiring; Li-ion cell handling; thermal management; EV safety protocols; BMS calibration,4,L2,1.9,24075,42846,Naukri.com,Emerging
AD1704B6,Industrial IoT Technician,Industry 4.0,Pune,Pimpri-Chinchwad,edge computing; sensor calibration; OPC-UA,5,L2,2.2,32197,61176,Mahaswayam,Emerging
C87B91C2,Solar PV Installation Technician,Renewable Energy,Pune,Chakan,string inverter commissioning; rooftop module mounting; net metering,4,L2,2.2,16633,34228,apna.co,Emerging
18297835,Fitter (Industrial),Engineering,Thane,Murbad,surface finishing; bench work; thread cutting; assembly & fitting; measurement tools,3,L2,3.0,14530,25883,Times Jobs,Stable
3BE8211A,Fitter (Industrial),Engineering,Mumbai,Thane-Wagle,blueprint reading; thread cutting; assembly & fitting,3,L2,4.0,15285,25515,Company Website,Stable
F486B07F,CNC/VMC Operator,Precision Engineering,Parbhani,Parbhani MIDC,Fanuc CNC controls; G-code programming; quality inspection,4,L3,0.0,13967,29084,Company Website,Stable
42DDBCF8,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Pune,Talegaon,FSSAI cold-chain norms; temperature monitoring; WMS software; route optimization; inventory management,4,L3,1.0,18459,35518,apna.co,Emerging
9F0663CE,CNC/VMC Operator,Precision Engineering,Pune,Talegaon,tool offsets; G-code programming; quality inspection; CAD/CAM basics; Fanuc CNC controls,4,L1,2.3,18141,39592,LinkedIn,Stable
139E787D,Solar PV Installation Technician,Renewable Energy,Palghar,Tarapur,net metering; shadow analysis; rooftop module mounting; string inverter commissioning,4,L2,1.8,14070,27338,Mahaswayam,Emerging
0D4C4294,Data Entry Operator,IT/BPO,Thane,Dombivli-MIDC,tally basics; basic internet; typing speed 40wpm,2,L3,3.5,9651,15820,Naukri.com,Declining
DD00D070,CNC/VMC Operator,Precision Engineering,Nashik,Ambad,CAD/CAM basics; quality inspection; tool offsets; Fanuc CNC controls,4,L1,1.4,16491,35314,Naukri.com,Stable
7952110F,Welder (MIG/TIG/Arc),Engineering,Aurangabad,Chikalthana,TIG welding; SMAW; distortion control; PPE compliance,3,L1,4.7,13407,24606,Indeed,Stable
D9594FE8,Electrician (Industrial),Electrical,Raigad,Khopoli,electrical drawings; panel wiring; earthing; safety regulations,3,L3,1.4,12407,23253,apna.co,Stable
607EC2DB,AI-assisted Quality Inspector,Advanced Manufacturing,Pune,Ranjangaon,computer vision basics; image annotation; CMM operation,5,L1,2.2,28850,53202,Mahaswayam,Emerging
531B8B36,CNC/VMC Operator,Precision Engineering,Mumbai,Thane-Wagle,tool offsets; Fanuc CNC controls; G-code programming; CAD/CAM basics; tolerance measurement,4,L2,1.8,18508,39966,LinkedIn,Stable
9ED5BD88,Industrial Robotics Maintenance Technician,Advanced Manufacturing,Pune,Chakan,servo motor calibration; pneumatic systems; robot teach pendant; FANUC/KUKA commissioning,5,L3,4.3,28048,54505,Naukri.com,Emerging
659B5B68,Welder (MIG/TIG/Arc),Engineering,Mumbai,BKC,MIG welding; SMAW; PPE compliance; weld inspection,3,L2,1.6,14044,27264,NCS Portal,Stable
AB320BCA,EV Battery Assembly Technician,Electric Vehicles,Nashik,Sinnar,thermal management; BMS calibration; EV safety protocols; spot welding,4,L2,0.1,20608,38482,Times Jobs,Emerging
432CB197,Green Building Technician,Construction,Mumbai,Thane-Wagle,IGBC norms; energy auditing basics; rainwater harvesting,4,L2,2.2,18604,34443,apna.co,Emerging
B3C9C95C,Drone Pilot / UAV Technician,AgriTech / Surveillance,Latur,Latur MIDC,geofencing; GPS calibration; payload operations; drone maintenance; flight planning; DGCA certification,4,L1,1.6,16291,35685,Company Website,Emerging
B4A16436,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Nagpur,MIDC Nagpur,inventory management; route optimization; FSSAI cold-chain norms,4,L2,3.6,16648,30900,LinkedIn,Emerging
3F2CE91C,Stenographer / Shorthand Typist,Administration,Pune,Pimpri-Chinchwad,typing speed 60wpm; MS Word; filing systems,2,L3,2.4,9272,15492,Company Website,Declining
051FE8AD,Manual Draftsman (Drawing Board),Engineering,Gondia,Gondia MIDC,manual drawing board; 2D blueprint reading; T-square drafting; basic AutoCAD,3,L3,3.0,7680,12634,LinkedIn,Declining
855413E1,Turnerr / Machinist,Precision Engineering,Ratnagiri,Mirya,turning & facing; lathe operation; boring & drilling; coolant management; measurement tools,3,L1,0.2,10859,20908,Company Website,Stable
8CA78A9A,Data Entry Operator,IT/BPO,Mumbai,Andheri-MIDC,MS Office; tally basics; basic internet; typing speed 40wpm,2,L3,3.7,9734,14763,Naukri.com,Declining
D415C6DC,Turnerr / Machinist,Precision Engineering,Satara,Karad,measurement tools; coolant management; boring & drilling,3,L1,2.0,12290,21077,Company Website,Stable
12B2628C,CNC/VMC Operator,Precision Engineering,Sangli,Kupwad,tolerance measurement; tool offsets; Fanuc CNC controls; G-code programming; CAD/CAM basics,4,L1,2.9,15217,32246,Indeed,Stable
67E236D3,Turnerr / Machinist,Precision Engineering,Nagpur,Butibori,coolant management; lathe operation; turning & facing,3,L3,5.5,13833,23983,apna.co,Stable
FDCA9B1F,Industrial IoT Technician,Industry 4.0,Thane,Dombivli-MIDC,sensor calibration; MQTT protocol; edge computing; Python scripting; cloud dashboards,5,L1,3.7,30687,63711,Naukri.com,Emerging
1FA9C390,Cold-Chain Logistics Coordinator,Logistics & Supply Chain,Raigad,Taloja,inventory management; WMS software; FSSAI cold-chain norms; route optimization; reefer truck ops; temperature monitoring,4,L3,2.9,15550,29837,NCS Portal,Emerging
563054A5,AC & Refrigeration Technician,HVAC,Pune,Pimpri-Chinchwad,gas charging; AMC documentation; VRF systems,4,L1,4.8,16924,30901,Naukri.com,Stable
6C8E6145,Industrial IoT Technician,Industry 4.0,Mumbai,BKC,cloud dashboards; MQTT protocol; sensor calibration; edge computing; Python scripting; OPC-UA,5,L3,2.0,32240,59262,apna.co,Emerging
